age,workclass,fnlwgt,education_num,marital_status,relationship,race,sex,capital_gain,capital_loss,hours_per_week,income,education_level,occupation_grouped,native_region,age_group
32,private,509350,10,married,male spouse,white,male,0,0,50,>50k,some college,blue collar,north america,26-35
24,private,96279,9,single,child,white,female,0,0,40,<=50k,secondary-school graduate,blue collar,north america,18-25
35,private,119098,16,married,male spouse,white,male,7298,0,40,>50k,tertiary,white collar,north america,26-35
35,unknown,327120,12,single,single,white,male,0,0,55,<=50k,associate,unknown,north america,26-35
41,government,144928,13,married,male spouse,white,male,0,0,40,>50k,tertiary,white collar,north america,36-45
48,private,55237,13,married,male spouse,white,male,0,0,45,>50k,tertiary,blue collar,north america,46-60
61,government,101265,9,widowed,single,white,female,1471,0,35,<=50k,secondary-school graduate,white collar,north america,61-75
20,private,114874,10,single,child,white,male,0,0,30,<=50k,some college,white collar,north america,18-25
27,private,190525,9,single,single,white,male,0,0,50,>50k,secondary-school graduate,white collar,north america,26-35
55,private,121912,10,married,male spouse,white,male,0,0,24,>50k,some college,blue collar,north america,46-60
39,private,83893,9,married,male spouse,white,male,0,0,40,>50k,secondary-school graduate,white collar,north america,36-45
17,unknown,138507,6,single,child,white,male,0,0,20,<=50k,secondary,unknown,north america,<18
47,private,256522,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,other,46-60
52,private,168381,9,widowed,single,asian or pacific islander,female,0,0,40,>50k,secondary-school graduate,service,asia,46-60
24,private,293579,9,single,child,black,female,0,0,20,<=50k,secondary-school graduate,white collar,north america,18-25
29,private,285290,7,single,single,black,female,0,0,40,<=50k,secondary,service,north america,26-35
25,private,188488,9,single,extended relative,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,18-25
20,private,324469,10,single,single,white,female,0,0,40,<=50k,some college,blue collar,north america,18-25
23,private,275244,9,single,single,black,male,0,0,35,<=50k,secondary-school graduate,blue collar,north america,18-25
57,private,265099,15,married,male spouse,white,male,0,0,60,<=50k,tertiary,white collar,north america,46-60
51,private,146767,11,married,male spouse,white,male,0,0,40,>50k,associate,white collar,north america,46-60
33,private,40681,10,single,single,white,female,3674,0,16,<=50k,some college,white collar,north america,26-35
39,private,174938,13,single,single,white,male,0,0,40,<=50k,tertiary,white collar,north america,36-45
40,private,240124,9,married,male spouse,white,male,0,0,40,>50k,secondary-school graduate,white collar,north america,36-45
71,private,269708,13,divorced or separated,child,white,female,2329,0,16,<=50k,tertiary,white collar,north america,61-75
38,government,34180,10,married,male spouse,white,male,0,0,40,<=50k,some college,white collar,north america,36-45
28,government,225904,15,single,single,white,male,0,0,40,<=50k,tertiary,white collar,north america,26-35
57,private,89392,14,married or separated,single,white,female,0,0,40,<=50k,tertiary,white collar,north america,46-60
47,private,46857,10,divorced or separated,single,white,male,0,0,40,<=50k,some college,white collar,north america,46-60
59,government,105363,9,single,child,white,male,0,0,40,<=50k,secondary-school graduate,white collar,north america,46-60
26,private,195105,9,single,single,other,male,0,0,40,<=50k,secondary-school graduate,white collar,north america,26-35
35,private,184117,13,single,child,white,female,0,0,40,<=50k,tertiary,white collar,north america,26-35
61,self-employed,134768,13,married,male spouse,white,male,0,0,50,>50k,tertiary,white collar,europe,61-75
17,unknown,145886,7,single,child,white,female,0,0,30,<=50k,secondary,unknown,north america,<18
36,private,153078,13,married,male spouse,asian or pacific islander,male,0,0,60,>50k,tertiary,white collar,other,36-45
62,unknown,225652,4,married,male spouse,white,male,3411,0,50,<=50k,primary,unknown,north america,61-75
34,private,467108,10,single,single,white,male,0,0,50,>50k,some college,white collar,north america,26-35
32,self-employed,199765,13,married,male spouse,white,male,7688,0,50,>50k,tertiary,blue collar,north america,26-35
42,private,173938,9,divorced or separated,child,white,female,0,0,40,<=50k,secondary-school graduate,white collar,north america,36-45
39,private,191161,10,married,male spouse,white,male,0,0,40,<=50k,some college,blue collar,north america,36-45
58,private,132606,3,divorced or separated,single,black,male,0,0,40,<=50k,primary,blue collar,north america,46-60
61,self-employed,30073,9,married,male spouse,white,male,0,1848,60,>50k,secondary-school graduate,blue collar,north america,61-75
40,private,155190,6,single,extended relative,black,male,0,0,55,<=50k,secondary,blue collar,north america,36-45
31,private,42900,13,single,single,white,male,0,0,37,<=50k,tertiary,white collar,north america,26-35
36,private,191161,9,single,single,white,male,0,0,50,<=50k,secondary-school graduate,white collar,north america,36-45
23,private,181820,10,single,child,white,male,0,0,40,<=50k,some college,blue collar,north america,18-25
33,private,105974,9,single,single,white,male,0,0,41,<=50k,secondary-school graduate,blue collar,north america,26-35
52,private,146378,9,married,male spouse,white,male,0,0,40,>50k,secondary-school graduate,blue collar,north america,46-60
22,private,103440,9,single,single,white,female,0,0,24,<=50k,secondary-school graduate,service,north america,18-25
51,private,203435,10,divorced or separated,single,white,female,0,0,40,<=50k,some college,white collar,europe,46-60
31,government,168312,11,single,single,white,female,0,0,40,<=50k,associate,white collar,north america,26-35
49,self-employed,257764,9,divorced or separated,single,white,female,0,0,40,<=50k,secondary-school graduate,white collar,north america,46-60
49,private,171301,9,married,female spouse,black,female,0,0,40,<=50k,secondary-school graduate,blue collar,north america,46-60
53,government,225339,10,widowed,single,black,female,0,0,40,<=50k,some college,white collar,north america,46-60
52,private,152234,9,married,male spouse,asian or pacific islander,male,99999,0,40,>50k,secondary-school graduate,white collar,asia,46-60
20,private,444554,6,single,child,white,male,0,0,40,<=50k,secondary,blue collar,north america,18-25
26,private,403788,12,single,child,black,male,0,0,40,<=50k,associate,service,north america,26-35
61,unknown,190997,9,married,male spouse,white,male,0,0,6,<=50k,secondary-school graduate,unknown,north america,61-75
43,private,221550,14,single,single,white,female,0,0,30,<=50k,tertiary,service,europe,36-45
46,self-employed,98929,13,married,male spouse,white,male,0,0,52,<=50k,tertiary,white collar,north america,46-60
43,government,169203,11,single,single,white,female,0,0,35,<=50k,associate,white collar,north america,36-45
41,private,102332,9,divorced or separated,single,black,female,0,0,40,<=50k,secondary-school graduate,white collar,north america,36-45
44,self-employed,230684,9,married,male spouse,white,male,0,0,55,<=50k,secondary-school graduate,blue collar,north america,36-45
54,private,449257,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,46-60
65,private,198766,14,married,male spouse,white,male,20051,0,40,>50k,tertiary,white collar,north america,61-75
32,private,97429,13,divorced or separated,single,white,female,0,0,40,<=50k,tertiary,white collar,north america,26-35
25,private,208999,10,divorced or separated,child,white,male,0,0,40,<=50k,some college,white collar,north america,18-25
23,private,37072,13,single,single,white,male,0,0,50,<=50k,tertiary,white collar,north america,18-25
25,government,163101,13,single,single,white,male,0,0,45,<=50k,tertiary,white collar,north america,18-25
19,private,119075,10,single,child,white,male,0,0,50,<=50k,some college,blue collar,north america,18-25
37,self-employed,137314,9,married,male spouse,white,male,0,0,60,<=50k,secondary-school graduate,white collar,north america,36-45
45,private,127303,10,single,child,white,male,0,0,45,<=50k,some college,blue collar,north america,36-45
37,private,349116,9,single,single,black,male,0,0,44,<=50k,secondary-school graduate,white collar,north america,36-45
40,self-employed,266324,10,divorced or separated,extended relative,white,male,0,1564,70,>50k,some college,white collar,asia,36-45
19,unknown,194095,10,single,child,white,male,0,0,40,<=50k,some college,unknown,north america,18-25
17,private,46496,7,single,child,white,male,0,0,5,<=50k,secondary,service,north america,<18
27,private,29904,13,single,single,white,female,0,0,40,<=50k,tertiary,white collar,north america,26-35
40,government,289403,4,married,male spouse,black,male,0,1887,40,>50k,primary,blue collar,other,36-45
59,private,226922,9,divorced or separated,single,white,female,0,1762,30,<=50k,secondary-school graduate,white collar,north america,46-60
19,government,234151,9,single,single,black,female,0,0,40,<=50k,secondary-school graduate,white collar,north america,18-25
43,private,238287,6,single,single,black,male,0,0,40,<=50k,secondary,blue collar,north america,36-45
42,private,230624,6,single,single,white,male,0,0,40,>50k,secondary,blue collar,north america,36-45
54,private,398212,9,married,male spouse,black,male,5013,0,40,<=50k,secondary-school graduate,blue collar,north america,46-60
54,self-employed,114758,14,married,male spouse,white,male,0,0,50,<=50k,tertiary,white collar,north america,46-60
51,private,246519,6,married,male spouse,white,male,2105,0,45,<=50k,secondary,blue collar,north america,46-60
50,private,137815,9,married,male spouse,white,male,0,0,60,>50k,secondary-school graduate,blue collar,north america,46-60
40,private,260696,9,single,single,white,female,0,0,40,<=50k,secondary-school graduate,white collar,north america,36-45
55,private,325007,12,married,male spouse,white,male,0,0,25,<=50k,associate,white collar,north america,46-60
50,private,113176,9,divorced or separated,single,white,female,0,0,40,<=50k,secondary-school graduate,white collar,north america,46-60
31,private,66815,9,married,male spouse,white,male,0,0,50,<=50k,secondary-school graduate,blue collar,north america,26-35
42,unknown,51795,9,divorced or separated,single,black,female,0,0,32,<=50k,secondary-school graduate,unknown,north america,36-45
24,private,241523,9,married,male spouse,white,male,0,0,45,>50k,secondary-school graduate,service,north america,18-25
30,private,30226,7,divorced or separated,child,white,male,0,0,40,<=50k,secondary,white collar,north america,26-35
39,government,352628,12,married,female spouse,white,female,0,0,50,>50k,associate,blue collar,north america,36-45
37,private,143912,9,divorced or separated,single,white,male,0,0,50,<=50k,secondary-school graduate,blue collar,north america,36-45
33,private,130021,9,married,male spouse,white,male,0,0,40,<=50k,secondary-school graduate,blue collar,north america,26-35
48,private,329778,9,widowed,single,white,female,0,0,40,<=50k,secondary-school graduate,service,north america,46-60
43,self-employed,196945,9,married,male spouse,asian or pacific islander,male,0,0,78,<=50k,secondary-school graduate,service,asia,36-45
39,private,24342,13,married,male spouse,white,male,0,0,40,>50k,tertiary,white collar,north america,36-45
53,private,34368,10,married,male spouse,white,male,0,0,45,>50k,some college,white collar,north america,46-60
52,self-employed,173839,6,married,male spouse,white,male,0,0,60,<=50k,secondary,white collar,north america,46-60
28,government,73211,10,married,male spouse,asian or pacific islander,male,0,0,20,<=50k,some college,white collar,north america,26-35
32,private,86723,9,single,single,white,male,0,0,52,<=50k,secondary-school graduate,service,north america,26-35
31,private,179186,13,married,male spouse,black,male,0,0,90,>50k,tertiary,white collar,north america,26-35
